date,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22,23,24,25,26,27,28,29,30,31,32,33,34,main
,all-purpose,dinnerrolls,aluminumfoil,dinnerrolls,tortillas,tortillas,fruits,spaghettisauce,coffee/tea,fruits,lunchmeat,pasta,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,fruits
,individualmeals,poultry,eggs,juice,ketchup,coffee/tea,vegetables,vegetables,dishwashingliquid/detergent,tortillas,all-purpose,sugar,vegetables,toiletpaper,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,tortillas
,vegetables,bagels,papertowels,mixes,icecream,milk,toiletpaper,papertowels,soap,yogurt,dishwashingliquid/detergent,shampoo,beef,sandwichloaves,beef,sandwichbags,flour,mixes,papertowels,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,coffeetea
,sandwichloaves,vegetables,pasta,butter,sandwichloaves,toiletpaper,individualmeals,all-purpose,dishwashingliquid/detergent,individualmeals,individualmeals,dishwashingliquid/detergent,cheeses,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
,soda,sugar,aluminumfoil,waffles,individualmeals,individualmeals,toiletpaper,sandwichbags,tortillas,waffles,lunchmeat,toiletpaper,sandwichbags,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,butter
,cereals,vegetables,sandwichloaves,papertowels,pasta,pork,shampoo,dishwashingliquid/detergent,bagels,soap,bagels,milk,waffles,individualmeals,bagels,mixes,waffles,lunchmeat,sandwichbags,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
,vegetables,laundrydetergent,dishwashingliquid/detergent,lunchmeat,flour,individualmeals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichbags
,flour,fruits,vegetables,spaghettisauce,soda,spaghettisauce,aluminumfoil,yogurt,soda,soda,spaghettisauce,pork,waffles,ketchup,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
,dishwashingliquid/detergent,cheeses,cheeses,cereals,aluminumfoil,ketchup,poultry,mixes,yogurt,papertowels,vegetables,icecream,aluminumfoil,flour,ketchup,sandwichbags,flour,waffles,juice,yogurt,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
,spaghettisauce,toiletpaper,sandwichbags,aluminumfoil,sugar,cheeses,poultry,yogurt,poultry,poultry,cheeses,juice,soap,aluminumfoil,bagels,handsoap,dishwashingliquid/detergent,milk,flour,yogurt,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
,sandwichbags,soda,yogurt,cheeses,aluminumfoil,pork,milk,icecream,beef,vegetables,cereals,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
,cereals,tortillas,icecream,handsoap,waffles,ketchup,laundrydetergent,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,eggs
,soda,pasta,soda,flour,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
,vegetables,papertowels,coffee/tea,sandwichbags,sandwichloaves,mixes,sandwichbags,sandwichbags,bagels,vegetables,sandwichloaves,butter,poultry,milk,shampoo,yogurt,icecream,vegetables,vegetables,vegetables,pasta,spaghettisauce,toiletpaper,cereals,sandwichbags,cereals,sugar,dishwashingliquid/detergent,yogurt,cheeses,,nan,nan,nan,milk
,ketchup,icecream,flour,vegetables,yogurt,waffles,sandwichbags,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
,sugar,handsoap,lunchmeat,spaghettisauce,dishwashingliquid/detergent,yogurt,bagels,fruits,lunchmeat,lunchmeat,eggs,cereals,toiletpaper,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
,juice,lunchmeat,cheeses,sandwichloaves,vegetables,handsoap,fruits,pork,vegetables,soda,waffles,waffles,aluminumfoil,aluminumfoil,papertowels,mixes,handsoap,dishwashingliquid/detergent,lunchmeat,waffles,waffles,milk,sandwichbags,milk,handsoap,cheeses,,nan,nan,nan,nan,nan,nan,nan,allpurpose
,tortillas,flour,shampoo,mixes,cheeses,sugar,flour,vegetables,laundrydetergent,eggs,papertowels,handsoap,vegetables,lunchmeat,flour,cheeses,lunchmeat,vegetables,sugar,vegetables,vegetables,toiletpaper,mixes,toiletpaper,icecream,spaghettisauce,vegetables,beef,beef,individualmeals,toiletpaper,,nan,nan,sandwichloaves
,pork,bagels,handsoap,eggs,mixes,vegetables,tortillas,coffee/tea,bagels,lunchmeat,toiletpaper,bagels,pasta,sandwichbags,milk,milk,lunchmeat,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
,sandwichbags,juice,juice,milk,vegetables,yogurt,butter,icecream,all-purpose,butter,yogurt,mixes,aluminumfoil,handsoap,coffee/tea,yogurt,poultry,juice,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,beef
,tortillas,handsoap,papertowels,dishwashingliquid/detergent,soda,pasta,cheeses,individualmeals,aluminumfoil,pork,sugar,butter,icecream,waffles,butter,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
,bagels,eggs,coffee/tea,papertowels,juice,sandwichloaves,mixes,individualmeals,waffles,sugar,all-purpose,tortillas,shampoo,sandwichloaves,toiletpaper,icecream,juice,laundrydetergent,waffles,dinnerrolls,fruits,coffee/tea,soda,all-purpose,vegetables,fruits,fruits,butter,,nan,nan,nan,nan,nan,coffeetea
,pork,yogurt,juice,pork,sugar,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
,shampoo,dinnerrolls,flour,vegetables,laundrydetergent,papertowels,icecream,papertowels,dishwashingliquid/detergent,sandwichloaves,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,flour
,sandwichbags,pasta,coffee/tea,mixes,butter,spaghettisauce,aluminumfoil,soda,sandwichloaves,beef,dinnerrolls,bagels,fruits,butter,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soda
,juice,sandwichloaves,milk,shampoo,sandwichloaves,coffee/tea,eggs,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
,toiletpaper,butter,coffee/tea,juice,pork,waffles,poultry,aluminumfoil,beef,laundrydetergent,yogurt,ketchup,cereals,spaghettisauce,individualmeals,butter,icecream,flour,handsoap,laundrydetergent,coffee/tea,mixes,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
,eggs,dinnerrolls,dishwashingliquid/detergent,pasta,soap,butter,sugar,lunchmeat,pasta,dinnerrolls,aluminumfoil,mixes,juice,pasta,all-purpose,milk,soap,dinnerrolls,juice,shampoo,coffee/tea,all-purpose,pasta,dishwashingliquid/detergent,juice,shampoo,lunchmeat,eggs,tortillas,,nan,nan,nan,nan,waffles
,toiletpaper,handsoap,mixes,papertowels,mixes,cheeses,tortillas,spaghettisauce,lunchmeat,individualmeals,cereals,tortillas,all-purpose,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
,papertowels,pork,butter,vegetables,vegetables,tortillas,ketchup,lunchmeat,vegetables,vegetables,lunchmeat,sugar,mixes,pasta,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
,soap,yogurt,juice,mixes,sandwichbags,bagels,shampoo,sandwichloaves,butter,vegetables,shampoo,beef,ketchup,dinnerrolls,cheeses,sugar,dishwashingliquid/detergent,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sugar
,spaghettisauce,eggs,eggs,cereals,ketchup,mixes,papertowels,soda,papertowels,mixes,vegetables,vegetables,handsoap,juice,vegetables,bagels,all-purpose,waffles,pasta,pork,toiletpaper,cheeses,spaghettisauce,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
,individualmeals,handsoap,butter,all-purpose,butter,vegetables,aluminumfoil,laundrydetergent,cheeses,flour,individualmeals,dinnerrolls,dishwashingliquid/detergent,beef,pork,sandwichloaves,eggs,icecream,mixes,dishwashingliquid/detergent,soda,yogurt,individualmeals,flour,soap,dishwashingliquid/detergent,aluminumfoil,vegetables,vegetables,soda,pork,,nan,nan,flour
,fruits,yogurt,pasta,waffles,juice,tortillas,icecream,pork,handsoap,handsoap,eggs,papertowels,toiletpaper,coffee/tea,sandwichloaves,bagels,yogurt,dishwashingliquid/detergent,butter,dishwashingliquid/detergent,sugar,papertowels,bagels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
,ketchup,fruits,sandwichbags,soap,cereals,waffles,dinnerrolls,sandwichloaves,all-purpose,dishwashingliquid/detergent,pasta,coffee/tea,toiletpaper,vegetables,cheeses,all-purpose,lunchmeat,cheeses,sandwichbags,vegetables,sugar,mixes,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
,spaghettisauce,pasta,waffles,soda,eggs,spaghettisauce,ketchup,sugar,ketchup,individualmeals,cheeses,cheeses,sugar,sandwichbags,dishwashingliquid/detergent,waffles,coffee/tea,sandwichbags,vegetables,eggs,milk,dinnerrolls,aluminumfoil,poultry,all-purpose,vegetables,beef,coffee/tea,coffee/tea,handsoap,papertowels,,nan,nan,beef
,individualmeals,bagels,soda,butter,coffee/tea,handsoap,cereals,laundrydetergent,juice,aluminumfoil,vegetables,dinnerrolls,cheeses,individualmeals,flour,shampoo,individualmeals,papertowels,poultry,handsoap,dishwashingliquid/detergent,beef,soda,vegetables,juice,pasta,,nan,nan,nan,nan,nan,nan,nan,icecream
,pork,sugar,toiletpaper,laundrydetergent,aluminumfoil,tortillas,cheeses,fruits,poultry,pork,mixes,juice,sandwichloaves,pork,icecream,lunchmeat,poultry,bagels,lunchmeat,spaghettisauce,cheeses,waffles,beef,aluminumfoil,soda,,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
,waffles,juice,toiletpaper,flour,pasta,fruits,cheeses,eggs,butter,juice,flour,handsoap,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
,tortillas,sugar,flour,spaghettisauce,soda,icecream,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,waffles
,dishwashingliquid/detergent,icecream,pork,milk,vegetables,ketchup,waffles,tortillas,bagels,juice,coffee/tea,mixes,coffee/tea,laundrydetergent,toiletpaper,poultry,milk,vegetables,papertowels,papertowels,soda,dishwashingliquid/detergent,all-purpose,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
,vegetables,mixes,spaghettisauce,lunchmeat,tortillas,soap,poultry,mixes,papertowels,milk,pork,mixes,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,aluminumfoil
,cheeses,toiletpaper,soap,fruits,pasta,soda,fruits,spaghettisauce,mixes,waffles,juice,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
,toiletpaper,shampoo,cheeses,butter,vegetables,milk,ketchup,yogurt,tortillas,soda,shampoo,eggs,dishwashingliquid/detergent,lunchmeat,pasta,tortillas,toiletpaper,sandwichbags,milk,sandwichbags,lunchmeat,spaghettisauce,all-purpose,individualmeals,beef,beef,pasta,juice,milk,pork,handsoap,eggs,,nan,sugar
,butter,vegetables,sugar,aluminumfoil,vegetables,butter,sugar,bagels,yogurt,vegetables,soap,papertowels,bagels,all-purpose,cereals,coffee/tea,vegetables,sugar,bagels,eggs,spaghettisauce,shampoo,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,beef
,ketchup,bagels,waffles,individualmeals,butter,dinnerrolls,flour,toiletpaper,dinnerrolls,papertowels,papertowels,mixes,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,bagels
,laundrydetergent,lunchmeat,papertowels,sandwichloaves,juice,soap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
,spaghettisauce,cereals,bagels,dinnerrolls,ketchup,waffles,mixes,shampoo,dishwashingliquid/detergent,fruits,tortillas,vegetables,aluminumfoil,spaghettisauce,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
,fruits,coffee/tea,soap,sugar,dishwashingliquid/detergent,poultry,pasta,cereals,individualmeals,handsoap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
,tortillas,aluminumfoil,milk,waffles,sandwichloaves,laundrydetergent,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
,sandwichloaves,all-purpose,flour,pork,vegetables,aluminumfoil,sandwichloaves,lunchmeat,juice,cereals,pork,soda,sandwichbags,sugar,spaghettisauce,handsoap,vegetables,milk,vegetables,lunchmeat,aluminumfoil,shampoo,laundrydetergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pasta
,butter,mixes,coffee/tea,butter,dishwashingliquid/detergent,pork,vegetables,aluminumfoil,dinnerrolls,beef,pork,flour,papertowels,vegetables,pork,flour,dinnerrolls,butter,soap,tortillas,flour,eggs,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
,soap,sandwichbags,laundrydetergent,eggs,shampoo,laundrydetergent,toiletpaper,spaghettisauce,ketchup,sandwichbags,cereals,milk,butter,ketchup,soap,pasta,handsoap,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,mixes
,spaghettisauce,pasta,laundrydetergent,shampoo,cheeses,butter,dinnerrolls,pork,eggs,poultry,shampoo,toiletpaper,spaghettisauce,sugar,ketchup,handsoap,flour,waffles,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,papertowels
1/1/2001,vegetables,dinnerrolls,beef,sandwichloaves,flour,poultry,waffles,dinnerrolls,soda,beef,bagels,eggs,coffee/tea,cheeses,vegetables,soda,sugar,eggs,dinnerrolls,flour,icecream,sugar,yogurt,aluminumfoil,dishwashingliquid/detergent,dinnerrolls,tortillas,flour,ketchup,dinnerrolls,mixes,,nan,nan,mixes
1/1/2001,tortillas,laundrydetergent,flour,ketchup,butter,vegetables,mixes,fruits,lunchmeat,vegetables,sandwichloaves,pork,cheeses,milk,pork,all-purpose,bagels,poultry,papertowels,tortillas,soda,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
1/1/2001,coffee/tea,ketchup,shampoo,waffles,sandwichbags,dishwashingliquid/detergent,individualmeals,pork,toiletpaper,icecream,ketchup,lunchmeat,pasta,soap,juice,all-purpose,papertowels,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,allpurpose
2/1/2001,vegetables,papertowels,tortillas,poultry,dinnerrolls,juice,all-purpose,lunchmeat,cheeses,cereals,spaghettisauce,coffee/tea,shampoo,sugar,poultry,shampoo,all-purpose,icecream,spaghettisauce,mixes,handsoap,dishwashingliquid/detergent,handsoap,poultry,eggs,vegetables,butter,soda,bagels,,nan,nan,nan,nan,mixes
3/1/2001,aluminumfoil,sandwichbags,fruits,cereals,dinnerrolls,sandwichbags,sandwichloaves,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
3/1/2001,dishwashingliquid/detergent,icecream,coffee/tea,vegetables,sugar,cheeses,tortillas,handsoap,poultry,sugar,soap,tortillas,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,toiletpaper
4/1/2001,bagels,waffles,milk,bagels,beef,vegetables,laundrydetergent,papertowels,milk,vegetables,lunchmeat,shampoo,toiletpaper,all-purpose,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
5/1/2001,vegetables,poultry,juice,sugar,dinnerrolls,soda,waffles,dishwashingliquid/detergent,milk,fruits,mixes,lunchmeat,individualmeals,soda,laundrydetergent,sugar,vegetables,lunchmeat,soap,sandwichbags,vegetables,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soap
6/1/2001,pasta,papertowels,juice,soap,shampoo,all-purpose,cheeses,laundrydetergent,poultry,butter,vegetables,laundrydetergent,soap,bagels,milk,bagels,laundrydetergent,juice,laundrydetergent,handsoap,poultry,eggs,shampoo,bagels,icecream,lunchmeat,dishwashingliquid/detergent,soda,cheeses,vegetables,vegetables,spaghettisauce,,nan,yogurt
7/1/2001,fruits,bagels,mixes,soap,waffles,juice,pasta,pasta,sandwichloaves,handsoap,mixes,beef,all-purpose,pork,dinnerrolls,flour,bagels,tortillas,butter,aluminumfoil,pork,dishwashingliquid/detergent,sandwichbags,vegetables,pasta,bagels,vegetables,eggs,eggs,,nan,nan,nan,nan,yogurt
7/1/2001,papertowels,butter,toiletpaper,handsoap,soap,milk,mixes,fruits,aluminumfoil,icecream,vegetables,all-purpose,poultry,fruits,coffee/tea,butter,cereals,beef,shampoo,coffee/tea,dishwashingliquid/detergent,butter,butter,vegetables,dishwashingliquid/detergent,,nan,nan,nan,nan,nan,nan,nan,nan,waffles
8/1/2001,pork,laundrydetergent,vegetables,pork,soda,pasta,cereals,juice,sandwichloaves,laundrydetergent,milk,laundrydetergent,sandwichloaves,sandwichbags,tortillas,pork,aluminumfoil,butter,ketchup,cereals,waffles,yogurt,dinnerrolls,laundrydetergent,juice,laundrydetergent,mixes,soap,coffee/tea,spaghettisauce,dishwashingliquid/detergent,butter,,nan,cereals
9/1/2001,icecream,cheeses,milk,yogurt,vegetables,shampoo,butter,juice,icecream,lunchmeat,papertowels,cheeses,individualmeals,coffee/tea,fruits,aluminumfoil,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cheeses
9/1/2001,icecream,fruits,juice,shampoo,individualmeals,individualmeals,butter,cereals,spaghettisauce,yogurt,sugar,shampoo,sugar,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dishwashingliquiddetergent
9/1/2001,tortillas,juice,milk,soap,dishwashingliquid/detergent,vegetables,beef,ketchup,toiletpaper,mixes,sandwichloaves,cheeses,laundrydetergent,dishwashingliquid/detergent,cheeses,papertowels,vegetables,all-purpose,yogurt,beef,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
9/1/2001,coffee/tea,dishwashingliquid/detergent,bagels,butter,pasta,spaghettisauce,vegetables,all-purpose,coffee/tea,mixes,cereals,spaghettisauce,bagels,vegetables,fruits,laundrydetergent,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,waffles
9/1/2001,all-purpose,soap,waffles,vegetables,sandwichloaves,toiletpaper,sandwichloaves,yogurt,aluminumfoil,vegetables,sandwichloaves,papertowels,toiletpaper,dinnerrolls,butter,laundrydetergent,ketchup,individualmeals,coffee/tea,toiletpaper,sandwichloaves,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
9/1/2001,papertowels,toiletpaper,spaghettisauce,vegetables,spaghettisauce,waffles,papertowels,cereals,sugar,waffles,waffles,yogurt,sandwichloaves,pasta,pasta,dishwashingliquid/detergent,papertowels,papertowels,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,vegetables
9/1/2001,laundrydetergent,vegetables,mixes,flour,individualmeals,sandwichloaves,sugar,handsoap,icecream,poultry,dishwashingliquid/detergent,coffee/tea,vegetables,coffee/tea,spaghettisauce,vegetables,spaghettisauce,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
0/1/2001,bagels,milk,aluminumfoil,spaghettisauce,individualmeals,shampoo,ketchup,juice,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,milk
0/1/2001,soda,cheeses,coffee/tea,waffles,aluminumfoil,poultry,fruits,vegetables,vegetables,tortillas,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,soda
1/1/2001,cheeses,handsoap,flour,sandwichbags,cereals,flour,eggs,handsoap,laundrydetergent,vegetables,handsoap,sandwichloaves,fruits,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,ketchup
2/1/2001,tortillas,fruits,bagels,waffles,coffee/tea,vegetables,vegetables,yogurt,ketchup,all-purpose,bagels,icecream,ketchup,beef,vegetables,beef,pasta,cheeses,laundrydetergent,juice,all-purpose,fruits,beef,eggs,coffee/tea,fruits,waffles,cereals,toiletpaper,,nan,nan,nan,nan,waffles
2/1/2001,vegetables,sandwichloaves,poultry,papertowels,vegetables,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,sandwichloaves
3/1/2001,cheeses,handsoap,papertowels,dinnerrolls,all-purpose,milk,vegetables,eggs,sandwichloaves,vegetables,mixes,icecream,vegetables,handsoap,cereals,aluminumfoil,dinnerrolls,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
3/1/2001,coffee/tea,bagels,handsoap,ketchup,mixes,handsoap,tortillas,sandwichloaves,eggs,icecream,beef,juice,sandwichloaves,yogurt,spaghettisauce,milk,soap,sandwichbags,cereals,cheeses,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,pork
4/1/2001,vegetables,handsoap,tortillas,vegetables,vegetables,sandwichbags,laundrydetergent,sugar,eggs,toiletpaper,laundrydetergent,milk,sandwichbags,lunchmeat,waffles,vegetables,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,laundrydetergent
5/1/2001,dinnerrolls,cereals,ketchup,bagels,soap,butter,cereals,milk,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,eggs
6/1/2001,icecream,flour,handsoap,flour,individualmeals,papertowels,icecream,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,poultry
7/1/2001,bagels,soap,butter,pork,bagels,mixes,fruits,butter,dishwashingliquid/detergent,vegetables,all-purpose,eggs,coffee/tea,beef,sugar,waffles,sandwichloaves,sandwichloaves,cereals,ketchup,lunchmeat,sandwichloaves,poultry,cereals,dishwashingliquid/detergent,vegetables,toiletpaper,fruits,eggs,juice,eggs,,nan,nan,cereals
8/1/2001,coffee/tea,sugar,juice,juice,individualmeals,bagels,poultry,soda,laundrydetergent,aluminumfoil,aluminumfoil,pasta,sandwichbags,sandwichloaves,sugar,pork,shampoo,coffee/tea,vegetables,bagels,flour,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,lunchmeat
9/1/2001,dinnerrolls,beef,eggs,laundrydetergent,papertowels,handsoap,all-purpose,vegetables,laundrydetergent,mixes,yogurt,beef,laundrydetergent,cheeses,pasta,waffles,ketchup,vegetables,waffles,cereals,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,cereals
0/1/2001,waffles,beef,yogurt,milk,bagels,spaghettisauce,vegetables,vegetables,cheeses,pork,bagels,soda,pasta,bagels,pork,ketchup,toiletpaper,individualmeals,milk,soap,beef,eggs,all-purpose,soap,juice,juice,sandwichbags,laundrydetergent,aluminumfoil,pasta,,nan,nan,nan,beef
1/1/2001,papertowels,dinnerrolls,pork,bagels,tortillas,papertowels,milk,beef,ketchup,vegetables,individualmeals,dishwashingliquid/detergent,sandwichbags,soda,handsoap,beef,beef,juice,vegetables,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
2/1/2001,cheeses,individualmeals,soda,vegetables,spaghettisauce,soda,tortillas,icecream,aluminumfoil,bagels,cereals,coffee/tea,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,yogurt
3/1/2001,dishwashingliquid/detergent,sandwichloaves,waffles,aluminumfoil,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,dinnerrolls
4/1/2001,poultry,aluminumfoil,shampoo,handsoap,shampoo,bagels,vegetables,tortillas,shampoo,juice,individualmeals,papertowels,cereals,sandwichloaves,toiletpaper,flour,mixes,soda,laundrydetergent,coffee/tea,butter,yogurt,pasta,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,juice
5/1/2001,aluminumfoil,dinnerrolls,sugar,ketchup,,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,icecream
5/1/2001,cheeses,yogurt,coffee/tea,vegetables,tortillas,sugar,mixes,ketchup,vegetables,vegetables,cheeses,vegetables,milk,vegetables,dishwashingliquid/detergent,pork,butter,sugar,vegetables,papertowels,flour,shampoo,waffles,juice,yogurt,pork,,nan,nan,nan,nan,nan,nan,nan,beef
